process_id,state_name,state_code_lgd,district_name,district_code_lgd,type_of_project,ngo_name,ngo_address,ngo_unique_id,project_id,project_address,scheme_project_name,scheme_project_id,form_type,acknowledgement_number,financial_year,applied_date,male_count,female_count,others_count
72553,DELHI,7,SOUTH WEST   ,84,c,Muskan Foundation,"Head Office- WZ-A/1, Shop No. 4, Bodella Market, Vikas Puri, New DelhiProject Site - Plot No. 53, VillageAmberhai, Near Delhi Govt. Health Center, Sector -19, Dwarka, New Delhi- 110075, Pin-110075",DL/2010/0037071,DR/DL/SWD/00227,"Plot No.1, First Floor, Gali No. 5, Near Jhankar Chowk, Qutub Vihar, Phase-I, New Delhi",Outreach and Drop in Centres (ODIC),11,DRUGS,DL/DL/00002155/DRUGS/08-23/64310,2023-24,8/10/2023,4373,4,0
72554,DELHI,7,SOUTH WEST   ,84,c,Muskan Foundation,"Head Office- WZ-A/1, Shop No. 4, Bodella Market, Vikas Puri, New DelhiProject Site - Plot No. 53, VillageAmberhai, Near Delhi Govt. Health Center, Sector -19, Dwarka, New Delhi- 110075, Pin-110075",DL/2010/0037071,DR/DL/SWD/00228,"C-67, First Floor, C-67, Near Community Hall, Sri Chand Colony, C Block, New Delhi",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,DL/DL/00002155/DRUGS/08-23/64311,2023-24,8/11/2023,872,368,0
72555,UTTAR PRADESH,9,GORAKHPUR,148,c,Basudev Tiwari Sewa Sansthan,"Basudev Tiwari Sewa Sansthan
Gram - Mahaichpar
Post - Bherapakar
Dist. - Deoria
State - Uttar Pradesh
PIN  - 274506",UP/2017/0118662,DR/UP/GKP/00721," 638-E,, Ground Floor, House, Prabhat Gali , Shivala Nagar Mohaddipur, Beside Orion Mall, Gorakhpur",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,UP/UP/00009518/DRUGS/08-23/64312,2023-24,8/13/2023,723,477,0
72556,MANIPUR,14,KAMJONG,717,c,The Rural Development Assocaition ,"BAMON KAMPU MAKHA LEIKAI, IMPHAL EAST MANIPUR-795008",MN/2016/0102957,DR/MN/KMJ/01238,"Building, Ground Floor, Sungreiphai Baptis Church, Imphal - Kasomkhullen Road, Town",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MN/MN/00009736/DRUGS/08-23/64313,2023-24,8/14/2023,184,0,0
72558,UTTAR PRADESH,9,GHAZIABAD,145,c,Alternative to Addiction Creating Centre,"6/21,SECTOR-2,RAJENDRA NAGAR.INFRONT OF DAV SCHOOL GATE NUMBER 4.SAHIBABAD, Pin-201005",UP/2016/0112315,DR/UP/GZB/00385,"49, Ground floor, Plot No 49, Near Maharaja Agrasen Bhawan, 5, Rajendra Nagar, Ghaziabad",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,UP/UP/00013182/DRUGS/08-23/64315,2023-24,8/13/2023,1632,196,0
72560,RAJASTHAN,8,BIKANER,93,c,DANTOUR VIKAS SARVAJANIK PUNYARTH TRUST,"VILLAGEPOSTDANTOUR,.BEHIND GOVT. SECONDARY SCHOOL DANTOUR, TEH KHAJUWALA, DIST. BIKANER-334023, Pin-334023",RJ/2009/0014356,DR/RJ/BIK/01118,"WARD NO 4, VPO DANTOUR , BEHIND GOVT SEC SCHOOL, TEHSIL KHAJUWALA, BIKANER",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,RJ/RJ/00003369/DRUGS/08-23/64317,2023-24,8/5/2023,207,0,0
72561,RAJASTHAN,8,JAISALMER,103,c,DANTOUR VIKAS SARVAJANIK PUNYARTH TRUST,"VILLAGEPOSTDANTOUR,.BEHIND GOVT. SECONDARY SCHOOL DANTOUR, TEH KHAJUWALA, DIST. BIKANER-334023, Pin-334023",RJ/2009/0014356,DR/RJ/JSL/01140,"IRCA, BEHIND CMHO OFFICE, RAWAN RAJPUT TRUST BHAWAN, BEHIND CMHO OFFICE , JAISALMER, DEDANSAR ROAD, JAISALMER",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,RJ/RJ/00003369/DRUGS/08-23/64318,2023-24,8/5/2023,195,2,0
72562,RAJASTHAN,8,BIKANER,93,c,DANTOUR VIKAS SARVAJANIK PUNYARTH TRUST,"VILLAGEPOSTDANTOUR,.BEHIND GOVT. SECONDARY SCHOOL DANTOUR, TEH KHAJUWALA, DIST. BIKANER-334023, Pin-334023",RJ/2009/0014356,DR/RJ/BIK/01147,"C-42-A, SURAJ COLONY, BIKANER, NEAR VAISHNO TEMPLE, BIKANER, BIKANER, BIKANER",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,RJ/RJ/00003369/DRUGS/08-23/64319,2023-24,8/5/2023,690,542,0
72563,DELHI,7,SOUTH WEST   ,84,c,SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES (SPYM),"Society for Promotion of Youth and Masses,111/9, Opposite Sector B-4, Vasant Kunj ( Near CNG Station), Pin-110070",DL/2016/0103382,DR/DL/SWD/00095,"SPYMCentre, 2nd Floor, SPYM Centre, Near CNG Station, 111/9 opposite Sector B-4, Vasant Kunj, New Delhi",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,DL/DL/00000816/DRUGS/08-23/64320,2023-24,8/14/2023,189,0,0
72564,DELHI,7,SOUTH  ,83,c,SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES (SPYM),"Society for Promotion of Youth and Masses,111/9, Opposite Sector B-4, Vasant Kunj ( Near CNG Station), Pin-110070",DL/2016/0103382,DR/DL/SDL/01505,"SPYMCentre, 2nd Floor, MCD Bharat Ghar, Near Ambedkar Hospital, Dakshinpuri, Thana Mod, New Delhi",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,DL/DL/00000816/DRUGS/08-23/64321,2023-24,8/14/2023,204,0,0
72565,UTTAR PRADESH,9,VARANASI,187,c,LAKSHYA SERVICE FOUNDATION,"Vill., Pin-221103",UP/2016/0103244,DR/UP/VRN/01261,"-, 3rd FLOOR, POLICE STATION, SHIVDASPUR, VARANASI",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,UP/UP/00003897/DRUGS/08-23/64322,2023-24,8/15/2023,749,460,0
72566,DELHI,7,SOUTH WEST   ,84,c,SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES (SPYM),"Society for Promotion of Youth and Masses,111/9, Opposite Sector B-4, Vasant Kunj ( Near CNG Station), Pin-110070",DL/2016/0103382,DR/DL/SWD/01348,"SPYMCentre, Ground floor, SPYM Centre, Near CNG Station, 111/9 opposite Sector B-4, Vasant Kunj, New Delhi",SLCA,12,DRUGS,DL/DL/00000816/DRUGS/08-23/64323,2023-24,8/14/2023,36,24,0
72568,UTTARAKHAND,5,CHAMOLI,47,c,SAMAGRA GRAMEEN VIKAS SAMITI,village and post gwaldam district chamoli uttarakhand 246441,UA/2016/0102446,DR/UR/CHL/01277,"35, First Floor, Near Budha Temple, Karnprayag Road, Gwaldam",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,UR/UR/00012423/DRUGS/08-23/64325,2023-24,8/18/2023,187,0,0
72569,MADHYA PRADESH,23,INDORE,410,c,Sadbhav Mission Samiti,"Kudwari Colony, Near Amkhera Petrol Pump, Jabalpur482004, Pin-482004",MP/2009/0013450,DR/MP/IND/00686,"647 A, 1st Floor, Shree vijalaxmi Hostel, Near Bombay Hospital, Mahalaxmi Nagar, Main Road, Indore",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MP/MP/00000305/DRUGS/08-23/64326,2023-24,8/9/2023,11371,8,0
72571,ASSAM,18,HOJAI,709,c,NORTH EAST RURAL WELFARE SOCIETY,"DOBOKA TOWN, WARD NO. 10, P.O. DOBOKA, DIST. HOJAI, STATE ASSAM, PIN 782440",AS/2010/0029776,DR/AS/HJ /01083,"191, GROUND FLOOR, RCC BUILDING, NEAR STATFED, NIZ DOBOKA, BHOGIRAM GAON, NATIONAL HIGHWAY 36, DOBOKA HOJAI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AS/AS/00011994/DRUGS/08-23/64328,2023-24,8/14/2023,836,14,0
72572,HARYANA,6,ROHTAK,73,c,INDIAN RED CROSS,"INDIAN RED CROSS SOCIETY, RED CROSS BHAWAN-II, NEAR TEHSIL",GOVT/ORGANIZATION,DR/HR/RHT/00216,"588/30, ground floor, building, medical mor , colony, medical road, rohtak",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,HR/CH/00006838/DRUGS/08-23/64329,2023-24,8/13/2023,245,0,0
72573,PUNJAB,3,MOGA,38,c,Indian Red Cross Society District Branch Moga,"Indian Red Cross Society, Distt. Branch, Red Cross Bhawan, Old D.C. Complex, Ferozepur G.T. Road, Moga , Pin-142001",PB/2017/0151352,DR/PB/MOG/00760,"Red Cross, Second, Near RKS IPS School, NH 703B, Moga to Amritsar Road, Janer",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,PB/PB/00000348/DRUGS/08-23/64330,2023-24,8/16/2023,275,0,0
72575,BIHAR,10,PATNA,212,c,Aniket Seva,"M 38, Road No26, Sri Krishna Nagar, Patna,Bihar.Pin 800001, Pin-800001",BR/2016/0104018,DR/BR/PTN/02362,"NA, 1st&2nd Floor, Building, Mangal Talab, Punjabi Colony, Mangal Talab Road, Patna City",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,BR/BR/00003225/DRUGS/08-23/64332,2023-24,8/11/2023,200,0,0
72576,RAJASTHAN,8,BARAN,89,c,MANAV JANSEVA SANSTHAN,"1-P-10, MAHAVEER NAGAR EXT., KOTAPINCODE - 324009, Pin-324009",RJ/2016/0105069,DR/RJ/BRN/00068,"01, 1st, Building, Near  Rawan ji ka chok, Lanka colony, Rawan ji ka chok, Baran",Outreach and Drop in Centres (ODIC),11,DRUGS,RJ/RJ/00021498/DRUGS/08-23/64333,2023-24,8/12/2023,4105,127,0
72577,PUNJAB,3,LUDHIANA,36,c,DR. DWARKA NATH KOTNIS HEALTH & EDUCATION CENTRE,"Salem Tabri, Pin-141008",PB/2019/0241593,DR/PB/LDH/00565,"24, First, building, CHAWLA NURSING HOME, Janta Colony, ST NO 1, LUDHIANA",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,PB/PB/00021613/DRUGS/08-23/64334,2023-24,8/14/2023,800,410,0
72579,JAMMU AND KASHMIR,1,JAMMU,5,c,J AND K SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES,"JKSPYM CENTREVILLAGE PURKHOOPOST OFFICE DUMANAJAMMU, Pin-181206",JK/2016/0098615,DR/JK/JMU/00045,"JKSPYM, Ground, Near Purkhoo Migrant Camp, JKSPYM Centre Purkhoo, Jammu",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,JK/JK/00000429/DRUGS/08-23/64336,2023-24,8/12/2023,187,0,0
72580,DELHI,7,WEST   ,85,c,Bhartiya Mahila Avom Bal Vikas Sansthan,"Pram Colony Bawana Road, GALI No.5, Laxmi Public School Campus, NARELA, DELHI-110040, Pin-110040",DL/2018/0222584,DR/DL/WSD/00062,"K 15-16, 1st FLOOR, Sumer Singh Ka Makan, Opposite Metro Pillar NO 453, Amar Colony, 02 Devraj Band Wali Gali, Nangloi, Delhi",Outreach and Drop in Centres (ODIC),11,DRUGS,DL/DL/00021624/DRUGS/08-23/64337,2023-24,8/14/2023,4339,30,4
72582,JAMMU AND KASHMIR,1,KULGAM,622,c,J AND K SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES,"JKSPYM CENTREVILLAGE PURKHOOPOST OFFICE DUMANAJAMMU, Pin-181206",JK/2016/0098615,DR/JK/KLG/06380,"Drug , De-addiction Centre, NA, Near Sports Stadium, Bongam, Police Station Sadar Police Station, Kulgam",District De-addiction Centre (DDAC),13,DRUGS,JK/JK/00000429/DRUGS/08-23/64339,2023-24,8/14/2023,3278,1940,1
72583,ANDHRA PRADESH,28,WEST GODAVARI,523,c,devi educational society,"Devi Educational Societyposta telephone colonysubbarao petaTadepalligudemwest godavari distAndhra Pradeshpin no 534101, Pin-534101",AP/2016/0103133,DR/AP/WGI/01330,"4-33-9, ground floor, building, satya sai mandhir, subbaraopeta, satyasai school road, tadepalligudem",Outreach and Drop in Centres (ODIC),11,DRUGS,AP/AP/00005769/DRUGS/08-23/64340,2023-24,8/9/2023,4283,4,0
72584,TAMIL NADU,33,TIRUCHIRAPPALLI,591,c,Khajamalai Ladies Association,"Khajamalai Ladies Association Khajamalai Colony Trichy620023, Pin-null",TN/2016/0105191,DR/TN/TRC/00092,"11/A, FIRST FLOOR, KHAJAMALAI LADIES ASSOCIATION, NEAR TAMILNADU HOUSING BOARD, KHAJAMALAI COLONY, MUSLIM STREET, TRICHIRAPPALLI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TN/TN/00002515/DRUGS/08-23/64341,2023-24,8/12/2023,187,0,0
72585,NAGALAND,13,TUENSANG,249,c,GOODWILL SOCIETY,"Post Box No 393 HPO Kohima  Post  Kohima
Pin 797001  State Nagaland
Branch Office near SIB Colony Tuensang",NL/2012/0049199,DR/NL/TNS/01424,"18, 2nd, Near Prayer Centre, Kuthur Road, Town",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,NL/NL/00014304/DRUGS/08-23/64342,2023-24,8/17/2023,181,0,0
72598,JAMMU AND KASHMIR,1,BANDIPORA,623,c,J AND K STUDENTS WELFARE MISSION,"ASHTANGOO, Pin-193502",JK/2017/0114752,DR/JK/BDP/08802,"1, 1,2, Old District Hospital Bandipora, Near DC Office Bandipora , Old District Hospital Bandipora , DC Office Road, Bandipora",District De-addiction Centre (DDAC),13,DRUGS,JK/JK/00003984/DRUGS/08-23/64355,2023-24,8/18/2023,4132,1985,0
72587,NAGALAND,13,LONGLENG,615,c,Ayolta Human Resources Society ,"Orangkong Village, Longleng District, Pin Code No-798625, Post Longleng, State Nagaland",NL/2010/0033490,DR/NL/LLG/00224,"68, 3rd , RCC, Medical Colony, Medical Colony, Medical Colony ward 1, Longleng Town",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,NL/NL/00008168/DRUGS/08-23/64344,2023-24,8/17/2023,196,8,0
72588,KERALA,32,THIRUVANANTHAPURAM,565,c,Trivandrum Social Service Society,"ARCHBISHOPS HOUSE COMPOUND P B 823 VELLAYAMBALAM THIRUVANANTHAPURAM 695 003 KERALA SOUTH INDIA, Pin-695003",KL/2009/0010441,DR/KL/TVP/00992,"TC 89/587, First floor, Pratheeksha IRCA, Near Holy cross hospital, Shangumokhom, Shangumughom kannanthura Road , Trivandrum",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KL/KL/00000635/DRUGS/08-23/64345,2023-24,8/12/2023,195,0,0
72590,MADHYA PRADESH,23,JABALPUR,411,c,Sadbhav Mission Samiti,"Kudwari Colony, Near Amkhera Petrol Pump, Jabalpur482004, Pin-482004",MP/2009/0013450,DR/MP/JBL/00084,"17/8, First floor, sadbhav nasha mukti kendra, Amkhera Patrol Pump, kudwari colony omkar nagar, amkhera road, Jabalpur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MP/MP/00000305/DRUGS/08-23/64347,2023-24,8/9/2023,7102,1473,2
72591,ASSAM,18,GOLAGHAT,288,c,Golaghat Nirman Mahila Got NGO ,"Golaghat Nirman Mahila Got (NGO)
Bengana Khuwa, Near Railway Gate 
Law College 
PO- Golaghat, PS-Golaghat 
Dist-Golaghat, Assam
Pin- 785621
",AS/2017/0114948,DR/AS/GLG/01252,"223, Ground Floor, Assam Type Building, Near Baba Dhaba, Rohini Gogoi Path, Golaghat Town, Old Amolapatty, , Golaghat",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AS/AS/00008383/DRUGS/08-23/64348,2023-24,8/15/2023,5,0,0
72592,DELHI,7,SOUTH  ,83,c,SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES (SPYM),"Society for Promotion of Youth and Masses,111/9, Opposite Sector B-4, Vasant Kunj ( Near CNG Station), Pin-110070",DL/2016/0103382,DR/DL/SDL/01449,"SPYMCentre, Rain Basera A59, DDA SLUM WING BABU PARK BARAT GHAR, BABU PARK , BUILDING KOTLA MUBARAKPUR  , KOTLA MUABARKPUR, NEW DELHI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,DL/DL/00000816/DRUGS/08-23/64349,2023-24,8/14/2023,219,0,0
72593,PUDUCHERRY,34,PUDUCHERRY,600,c,Bharatha Matha,"Bharatha Matha De-Addiction Centre, 
No.45, Sudalai St., Ariyankuppam,
Manaveli, Puducherry
605 007",PY/2016/0102532,DR/PY/PON/01513,"27,28, Ground and I Floor, Behind Ariyankuppam Police Station, 5th cross, Srinivasa Avenue,, Puducherry",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,PY/PY/00000386/DRUGS/08-23/64350,2023-24,8/15/2023,230,0,0
72594,ODISHA,21,DEBAGARH,351,c,jeevan jyoti club for social welfare and rural development,"AT-MAHADIA, PO-BELAPADAVIA-GADASILADIST-DHENKANALSTATE-ORISSAPIN-759025INDIA, Pin-759025",OR/2009/0021858,DR/OR/DGR/00215,"104/87, Ground & First Floor, Near Indene Gas Godown, KANDAL, Deogarh",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00001123/DRUGS/08-23/64351,2023-24,8/15/2023,173,7,0
72596,MAHARASHTRA,27,DHARASHIV,488,c,YASH MEDICAL FOUNDATION,At.Po.Yermala Tq.Kallamb Dist.Osmanabad,MH/2012/0055569,DR/MH/OSM/00464,"115/126, Ground, Near Petrol Pump, Yermala - Barshi Road, Yermala",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00003118/DRUGS/08-23/64353,2023-24,8/11/2023,189,0,0
72600,MAHARASHTRA,27,DHULE,474,c,NavjeevanVidyaVikasMandalNagaon,AtDamaneRoadNagaonPostNagaonTaDhuleDistDhule,MH/2016/0112023,DR/MH/DHU/01281,"02, Ground, Near Night DP, Dhamane Road, Nagaon",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00005443/DRUGS/08-23/64357,2023-24,8/12/2023,190,1,0
72601,KERALA,32,KOLLAM,559,c,SREENIKETAN CENTRE FOR SOCIAL DEVELOPMENT CHATHANNOOR P O  KERALA,"SREENIKETAN CENTRE FOR SOCIAL DEVELOPMENTCHATHANNOOR P OKOLLAMKERALAPIN 691572, Pin-691572",KL/2014/0075684,DR/KL/KLM/01157,"324, Ground, Sreenikethan, Behind Chathanoor Police Station, Behind Chathanoor police station, Chathanoor, Chathanoor",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KL/KL/00002028/DRUGS/08-23/64358,2023-24,8/11/2023,187,0,0
72605,MIZORAM,15,AIZAWL,261,c,Zoram Drivers Ramthim Board,"Damna In (Healing Home), Zuangtui,- 796017, Pin-000000",MZ/2016/0102202,DR/MZ/AIZ/00291,"K-83, First, Building-1, Below PWD Office, Zuangtui, Zuangtui, Aizawl",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MZ/MZ/00003356/DRUGS/08-23/64362,2023-24,8/9/2023,406,0,0
72608,CHANDIGARH,4,CHANDIGARH,44,c,SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES (SPYM),"Society for Promotion of Youth and Masses,111/9, Opposite Sector B-4, Vasant Kunj ( Near CNG Station), Pin-110070",DL/2016/0103382,DR/CH/CHD/01559,"2590, 1st Floor, 1st Floor, Opposite Mehta Ground Near Jamun Chowk, Sector 56, Sector 56, Chandigarh",Outreach and Drop in Centres (ODIC),11,DRUGS,CH/DL/00000816/DRUGS/08-23/64365,2023-24,8/10/2023,3744,477,0
72611,CHANDIGARH,4,CHANDIGARH,44,c,SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES (SPYM),"Society for Promotion of Youth and Masses,111/9, Opposite Sector B-4, Vasant Kunj ( Near CNG Station), Pin-110070",DL/2016/0103382,DR/CH/CHD/01564,"2nd Floor, 2nd Floor, 2nd Floor, Opposite Mehta Ground, Sector 56, Near Jamun Chowk, Chandigarh",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,CH/DL/00000816/DRUGS/08-23/64368,2023-24,8/10/2023,573,654,0
72613,TELANGANA,36,RANGAREDDY,518,c,DOVE  Development Organization for village Environment,"D.NO- 1-92/2/A, Prabhatnagar Colony, Chaitanyapuri, Dilsukhnagar– 500 060, Pin-500060",AP/2009/0009466,DR/TG/RNG/05724,"PLOT 25&26, GROUND & FIRST FLOOR, BUILDING, H P PETROL PUMP BACK SIDE, VIDYANAGAR, HYDERABAD ROAD, AMANGAL",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TG/TG/00001988/DRUGS/08-23/64370,2023-24,8/10/2023,185,0,0
72615,UTTARAKHAND,5,UDHAM SINGH NAGAR,56,c,IMPART,"Haldwani Bypass Road, Kishanpur, Kichha, District  Udham Singh Nagar, Uttarakhand-263148",UA/2009/0003776 ,DR/UR/USN/00455,"31, Ground floor, Impart, Near Attariya Devi Temple, Shakti Vihar colony, Gali no- 4, Rudrapur",Outreach and Drop in Centres (ODIC),11,DRUGS,UR/UR/00014785/DRUGS/08-23/64372,2023-24,8/14/2023,4210,43,1
72616,UTTAR PRADESH,9,GORAKHPUR,148,c,Basudev Tiwari Sewa Sansthan,"Basudev Tiwari Sewa Sansthan
Gram - Mahaichpar
Post - Bherapakar
Dist. - Deoria
State - Uttar Pradesh
PIN  - 274506",UP/2017/0118662,DR/UP/GKP/00734,"ward No 18, First Floor, House, AIIMS, Singharia, Gas Godam Road, Gorakhpur",Outreach and Drop in Centres (ODIC),11,DRUGS,UP/UP/00009518/DRUGS/08-23/64373,2023-24,8/15/2023,4114,85,1
72617,MIZORAM,15,LUNGLEI,265,c,Women Anti Drug Association,"Women Anti-Drug AssociationF.Sapa Building Chanmari III,Lunglei, MizoramPin Code - 796701, Pin-000000",MZ/2009/0018567,DR/MZ/LNG/00570," HNo264(A), No Floor, WADA Buildings, Below KK Home, WADA Colony, Chanmari-II, Lunglei",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MZ/MZ/00002825/DRUGS/08-23/64374,2023-24,8/10/2023,184,0,0
72619,KARNATAKA,29,VIJAYANAGAR,738,c,DATE CHARITABLE SOCIETY R,"NIDHI BUILDING, HOSURAPPA LAYOUT, TURUVANUR ROAD, CHITRADURGA-577502, Pin-000000",KA/2016/0105302,DR/KA/VNR/14496,"No.644, Ground Floor, Sri Veerabadreshwara Nivasa, Near Metro Steel, 17th Cross, 22nd Ward, B J Extention, Bellary Road, Hospet",District De-addiction Centre (DDAC),,DRUGS,KA/KA/00002921/DRUGS/08-23/64376,2023-24,8/17/2023,162,0,0
72620,KARNATAKA,29,DAVANGERE,535,c,Sri Shakthi Association ,"Sri Shakthi Association (R)
Guttur Colony,
Harihar-577 601,
Davangere Dist,
Karnataka State.",KA/2009/0023790,DR/KA/DAV/01651,"302, 4, TAPOVANA BUILDING   , TAPOVANA MEDICAL COLLEGE , TAPOVANA DODDABATHI, SHUGAR FACTORY ROAD  , DAVANAGERE",SLCA,12,DRUGS,KA/KA/00000262/DRUGS/08-23/64377,2023-24,8/14/2023,20,10,0
72621,KARNATAKA,29,KODAGU,541,c,Sri Shakthi Association ,"Sri Shakthi Association (R)
Guttur Colony,
Harihar-577 601,
Davangere Dist,
Karnataka State.",KA/2009/0023790,DR/KA/KDG/01091,"308/1, 2, BUILDING, NEAR BLUE MOON PETROL BUNK , YOGANANDA BADAVANE , BAICHANAHALLI , KUSHALNAGARA",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00000262/DRUGS/08-23/64378,2023-24,8/14/2023,186,6,0
72622,KARNATAKA,29,CHIKMAGALUR,532,c,Sri Shakthi Association ,"Sri Shakthi Association (R)
Guttur Colony,
Harihar-577 601,
Davangere Dist,
Karnataka State.",KA/2009/0023790,DR/KA/CKM/01092,"201, 1, BUILDING  , JYOTHI NAGARA, JYOTHI NAGARA, BYPASS ROAD, CHIKMAGALUR",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00000262/DRUGS/08-23/64379,2023-24,8/14/2023,216,0,0
72623,KARNATAKA,29,HAVERI ,540,c,ANNAPURNA ASSOCIATION,"Annapurna Association
Chintamani Nagara
Harihar-577601
Karnataka",KA/2009/0006909,DR/KA/HAV/01100,"01, 1, BUILDING  , KEREMATTIHALLI ROAD, KEREMATTIHALLI ROAD, KEREMATTIHALLI, HAVERI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00003017/DRUGS/08-23/64380,2023-24,8/14/2023,252,0,0
72624,KARNATAKA,29,BELGAUM,527,c,ANNAPURNA ASSOCIATION,"Annapurna Association
Chintamani Nagara
Harihar-577601
Karnataka",KA/2009/0006909,DR/KA/BLG/01264,"2379, 2, BUILDING  , PEERANAWADI, PEERANAWADI , JAMBOTI ROAD , BELGUAM",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00003017/DRUGS/08-23/64381,2023-24,8/14/2023,303,0,0
72625,KARNATAKA,29,HASSAN,539,c,BHUVANESHWARI ASSOCIATION,"Bhuvaneshwari Association (R)
Doddi Beedi, Harihar - 577601
Davangere Dist, Karnataka.",KA/2009/0006930,DR/KA/HAS/01266,"1, 3, BUILDING   , BHUVANALLI ROAD, BHUVANALLI CROSS, B M ROAD, HASSAN",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00003000/DRUGS/08-23/64382,2023-24,8/14/2023,176,9,0
72629,ODISHA,21,KHORDHA,362,c,Open Learning Systems,"Plot No.G-3A/1, Gadakana Mouza, P.O. Mancheswar Railway Colony, Bhubaneswar ",OR/2009/0009557,DR/OR/KHD/01629,"1243/5630, GROUND FLOOR, SATYA VIHAR, NEAR SAPTASATI MANDIR, SATYA VIHAR, MANCHESWAR, BHUBANESWAR",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00004596/DRUGS/08-23/64386,2023-24,8/12/2023,183,0,0
72630,MANIPUR,14,IMPHAL WEST,256,c,Social Awareness Service Organisation,"Wahengbam Leikai, LPG BuildingImphal West District, Manipur - 795001, Pin-000000",MN/2016/0097533,DR/MN/IMW/07144,"502, 1st Floor, Near Hotel Bheigo, Sagolband kangabam Leirak, Imphal West",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,MN/MN/00021584/DRUGS/08-23/64387,2023-24,8/12/2023,833,566,0
72633,UTTAR PRADESH,9,VARANASI,187,c,LAKSHYA SERVICE FOUNDATION,"Vill., Pin-221103",UP/2016/0103244,DR/UP/VRN/01259,"-, 1st FLOOR, POLICE STATION, SHIVDASPUR, VARANASI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,UP/UP/00003897/DRUGS/08-23/64390,2023-24,8/15/2023,196,0,0
72634,UTTAR PRADESH,9,VARANASI,187,c,LAKSHYA SERVICE FOUNDATION,"Vill., Pin-221103",UP/2016/0103244,DR/UP/VRN/01260,"-, 2Nnd FLOOR, POLICE STATION, SHIVDASPUR, VARANASI",Outreach and Drop in Centres (ODIC),11,DRUGS,UP/UP/00003897/DRUGS/08-23/64391,2023-24,8/15/2023,3756,480,1
